date,CAPE,ECY,Buffett,VIX,VIXTerm,Dev200,Drawdown,WeeklyRSI,PutCall,BreadthRaw,Breadth,HY,B
1985-11-29,61.66666666666667,65.27777777777777,,,,,,,,,,,50.0
1985-12-02,68.61111111111111,13.611111111111114,,,,,,,,,,,50.0
1985-12-03,68.61111111111111,13.611111111111114,,,,,,,,,,,50.0
1985-12-04,68.61111111111111,13.611111111111114,,,,,,,,,,,50.0
1985-12-05,68.61111111111111,13.611111111111114,,,,,,,,,,,50.0
1985-12-06,68.61111111111111,13.611111111111114,,,,,,,,,,,50.0
1985-12-09,68.61111111111111,13.611111111111114,,,,,,,,,,,50.0
1985-12-10,68.61111111111111,13.611111111111114,,,,,,,,,,,50.0
1985-12-11,68.61111111111111,13.611111111111114,,,,,,,,,,,50.0
1985-12-12,68.61111111111111,13.611111111111114,,,,,,,,,,,50.0
1985-12-13,68.61111111111111,13.611111111111114,,,,,,,,,,,50.0
1985-12-16,68.61111111111111,13.611111111111114,,,,,,,,,,,50.0
1985-12-17,68.61111111111111,13.611111111111114,,,,,,,,,,,50.0
1985-12-18,68.61111111111111,13.611111111111114,,,,,,,,,,,50.0
1985-12-19,68.61111111111111,13.611111111111114,,,,,,,,,,,50.0
1985-12-20,68.61111111111111,13.611111111111114,,,,,,,,,,,50.0
1985-12-23,68.61111111111111,13.611111111111114,,,,,,,,,,,50.0
1985-12-24,68.61111111111111,13.611111111111114,,,,,,,,,,,50.0
1985-12-26,68.61111111111111,13.611111111111114,,,,,,,,,,,50.0
1985-12-27,68.61111111111111,13.611111111111114,,,,,,,,,,,50.0
1985-12-30,68.61111111111111,13.611111111111114,,,,,,,,,,,50.0
1985-12-31,68.61111111111111,13.611111111111114,,,,,,,,,,,50.0
1986-01-02,75.0,52.5,,,,,,,,,,,50.0
1986-01-03,75.0,52.5,,,,,,,,,,,50.0
1986-01-06,75.0,52.5,,,,,,,,,,,50.0
1986-01-07,75.0,52.5,,,,,,,,,,,50.0
1986-01-08,75.0,52.5,,,,,,,,,,,50.0
1986-01-09,75.0,52.5,,,,,,,,,,,50.0
1986-01-10,75.0,52.5,,,,,,,,,,,50.0
1986-01-13,75.0,52.5,,,,,,,,,,,50.0
1986-01-14,75.0,52.5,,,,,,,,,,,50.0
1986-01-15,75.0,52.5,,,,,,,,,,,50.0
1986-01-16,75.0,52.5,,,,,,,,,,,50.0
1986-01-17,75.0,52.5,,,,,,,,,,,50.0
1986-01-20,75.0,52.5,,,,,,,,,,,50.0
1986-01-21,75.0,52.5,,,,,,,,,,,50.0
1986-01-22,75.0,52.5,,,,,,,,,,,50.0
1986-01-23,75.0,52.5,,,,,,,,,,,50.0
1986-01-24,75.0,52.5,,,,,,,,,,,50.0
1986-01-27,75.0,52.5,,,,,,,,,,,50.0
1986-01-28,75.0,52.5,,,,,,,,,,,50.0
1986-01-29,75.0,52.5,,,,,,,,,,,50.0
1986-01-30,75.0,52.5,,,,,,,,,,,50.0
1986-01-31,75.0,52.5,,,,,,,,,,,50.0
1986-02-03,75.83333333333333,19.16666666666667,,,,,,,,,,,50.0
1986-02-04,75.83333333333333,19.16666666666667,,,,,,,,,,,50.0
1986-02-05,75.83333333333333,19.16666666666667,,,,,,,,,,,50.0
1986-02-06,75.83333333333333,19.16666666666667,,,,,,,,,,,50.0
1986-02-07,75.83333333333333,19.16666666666667,,,,,,,,,,,50.0
1986-02-10,75.83333333333333,19.16666666666667,,,,,,,,,,,50.0
1986-02-11,75.83333333333333,19.16666666666667,,,,,,,,,,,50.0
1986-02-12,75.83333333333333,19.16666666666667,,,,,,,,,,,50.0
1986-02-13,75.83333333333333,19.16666666666667,,,,,,,,,,,50.0
1986-02-14,75.83333333333333,19.16666666666667,,,,,,,,,,,50.0
1986-02-18,75.83333333333333,19.16666666666667,,,,,,,,,,,50.0
1986-02-19,75.83333333333333,19.16666666666667,,,,,,,,,,,50.0
1986-02-20,75.83333333333333,19.16666666666667,,,,,,,,,,,50.0
1986-02-21,75.83333333333333,19.16666666666667,,,,,,,,,,,50.0
